k,alpha,isoId,classification
6,0.000,PH-019,Cow
7,0.000,PH-019,Cow
8,0.000,PH-019,Cow
1,0.500,PH-019,Cow
2,0.500,PH-019,Cow
3,0.500,PH-019,Cow
4,0.500,PH-019,Cow
5,0.500,PH-019,Cow
6,0.500,PH-019,Cow
7,0.500,PH-019,Cow
8,0.500,PH-019,Cow
1,0.900,PH-019,Cow
2,0.900,PH-019,Cow
3,0.900,PH-019,Cow
4,0.900,PH-019,Cow
5,0.900,PH-019,Cow
6,0.900,PH-019,Cow
7,0.900,PH-019,Cow
8,0.900,PH-019,Cow
1,0.950,PH-019,Cow
2,0.950,PH-019,Cow
3,0.950,PH-019,Cow
4,0.950,PH-019,Cow
5,0.950,PH-019,Cow
6,0.950,PH-019,Cow
7,0.950,PH-019,Cow
8,0.950,PH-019,Cow
1,0.980,PH-019,Cow
2,0.980,PH-019,Cow
3,0.980,PH-019,Cow
4,0.980,PH-019,Cow
5,0.980,PH-019,Cow
6,0.980,PH-019,Cow
7,0.980,PH-019,Cow
8,0.980,PH-019,Cow
1,0.990,PH-019,Cow
2,0.990,PH-019,Cow
3,0.990,PH-019,Cow
4,0.990,PH-019,Cow
5,0.990,PH-019,Cow
6,0.990,PH-019,Cow
7,0.990,PH-019,Cow
8,0.990,PH-019,Cow
1,0.000,PH-018,Cow
2,0.000,PH-018,Cow
3,0.000,PH-018,Cow
4,0.000,PH-018,Cow
5,0.000,PH-018,Cow
6,0.000,PH-018,Cow
7,0.000,PH-018,Cow
8,0.000,PH-018,Cow
1,0.500,PH-018,Cow
2,0.500,PH-018,Cow
3,0.500,PH-018,Cow
4,0.500,PH-018,Cow
5,0.500,PH-018,Cow
6,0.500,PH-018,Cow
7,0.500,PH-018,Cow
8,0.500,PH-018,Cow
1,0.900,PH-018,Cow
2,0.900,PH-018,Cow
3,0.900,PH-018,Cow
4,0.900,PH-018,Cow
5,0.900,PH-018,Cow
6,0.900,PH-018,Cow
7,0.900,PH-018,Cow
8,0.900,PH-018,Cow
1,0.950,PH-018,Cow
2,0.950,PH-018,Cow
3,0.950,PH-018,Cow
4,0.950,PH-018,Cow
5,0.950,PH-018,Cow
6,0.950,PH-018,Cow
7,0.950,PH-018,Cow
8,0.950,PH-018,Cow
1,0.980,PH-018,Cow
2,0.980,PH-018,Cow
3,0.980,PH-018,Cow
4,0.980,PH-018,Cow
5,0.980,PH-018,Cow
6,0.980,PH-018,Cow
7,0.980,PH-018,Cow
8,0.980,PH-018,Cow
1,0.990,PH-018,Cow
2,0.990,PH-018,Cow
3,0.990,PH-018,Cow
4,0.990,PH-018,Cow
5,0.990,PH-018,Cow
6,0.990,PH-018,Cow
7,0.990,PH-018,Cow
8,0.990,PH-018,Cow
1,0.000,PH-017,null
2,0.000,PH-017,Cow
3,0.000,PH-017,Cow
4,0.000,PH-017,Cow
5,0.000,PH-017,Cow
6,0.000,PH-017,Cow
7,0.000,PH-017,Cow
8,0.000,PH-017,Human
1,0.500,PH-017,null
2,0.500,PH-017,Cow
3,0.500,PH-017,Cow
4,0.500,PH-017,Cow
5,0.500,PH-017,Cow
6,0.500,PH-017,Cow
7,0.500,PH-017,Cow
8,0.500,PH-017,Human
1,0.900,PH-017,null
2,0.900,PH-017,Cow
3,0.900,PH-017,Cow
4,0.900,PH-017,Cow
5,0.900,PH-017,Cow
6,0.900,PH-017,Cow
7,0.900,PH-017,Cow
8,0.900,PH-017,Human
1,0.950,PH-017,null
2,0.950,PH-017,Cow
3,0.950,PH-017,Cow
4,0.950,PH-017,Cow
5,0.950,PH-017,Cow
6,0.950,PH-017,Cow
7,0.950,PH-017,Cow
8,0.950,PH-017,Human
1,0.980,PH-017,Cow
2,0.980,PH-017,null
3,0.980,PH-017,Human
4,0.980,PH-017,Human
5,0.980,PH-017,Human
6,0.980,PH-017,Human
7,0.980,PH-017,Human
8,0.980,PH-017,Human
1,0.990,PH-017,Cow
2,0.990,PH-017,Cow
3,0.990,PH-017,Cow
4,0.990,PH-017,Cow
5,0.990,PH-017,Cow
6,0.990,PH-017,Cow
7,0.990,PH-017,Cow
8,0.990,PH-017,Cow
1,0.000,PH-016,Cow
2,0.000,PH-016,Cow
3,0.000,PH-016,Cow
4,0.000,PH-016,Cow
5,0.000,PH-016,Cow
6,0.000,PH-016,Cow
7,0.000,PH-016,Cow
8,0.000,PH-016,Cow
1,0.500,PH-016,Cow
2,0.500,PH-016,Cow
3,0.500,PH-016,Cow
4,0.500,PH-016,Cow
5,0.500,PH-016,Cow
6,0.500,PH-016,Cow
7,0.500,PH-016,Cow
8,0.500,PH-016,Cow
1,0.900,PH-016,Cow
2,0.900,PH-016,Cow
3,0.900,PH-016,Cow
4,0.900,PH-016,Cow
5,0.900,PH-016,Cow
6,0.900,PH-016,Cow
7,0.900,PH-016,Cow
8,0.900,PH-016,Cow
1,0.950,PH-016,Cow
2,0.950,PH-016,Cow
3,0.950,PH-016,Cow
4,0.950,PH-016,Cow
5,0.950,PH-016,Cow
6,0.950,PH-016,Cow
7,0.950,PH-016,Cow
8,0.950,PH-016,Cow
1,0.980,PH-016,Cow
2,0.980,PH-016,Cow
3,0.980,PH-016,Cow
4,0.980,PH-016,Cow
5,0.980,PH-016,Cow
6,0.980,PH-016,Cow
7,0.980,PH-016,Cow
8,0.980,PH-016,Human
1,0.990,PH-016,Cow
2,0.990,PH-016,null
3,0.990,PH-016,Human
4,0.990,PH-016,Human
5,0.990,PH-016,Human
6,0.990,PH-016,Human
7,0.990,PH-016,Human
8,0.990,PH-016,Human
1,0.000,PH-026,null
2,0.000,PH-026,null
3,0.000,PH-026,Cow
4,0.000,PH-026,Cow
5,0.000,PH-026,Cow
6,0.000,PH-026,Cow
7,0.000,PH-026,Cow
8,0.000,PH-026,Cow
1,0.500,PH-026,null
2,0.500,PH-026,null
3,0.500,PH-026,Cow
4,0.500,PH-026,Cow
5,0.500,PH-026,Cow
6,0.500,PH-026,Cow
7,0.500,PH-026,Cow
8,0.500,PH-026,Cow
1,0.900,PH-026,null
2,0.900,PH-026,null
3,0.900,PH-026,Cow
4,0.900,PH-026,Cow
5,0.900,PH-026,Cow
6,0.900,PH-026,Cow
7,0.900,PH-026,Cow
8,0.900,PH-026,Cow
1,0.950,PH-026,null
2,0.950,PH-026,null
3,0.950,PH-026,Cow
4,0.950,PH-026,Cow
5,0.950,PH-026,Cow
6,0.950,PH-026,Cow
7,0.950,PH-026,Cow
8,0.950,PH-026,Cow
1,0.980,PH-026,null
2,0.980,PH-026,null
3,0.980,PH-026,Cow
4,0.980,PH-026,Cow
5,0.980,PH-026,Cow
6,0.980,PH-026,Cow
7,0.980,PH-026,Cow
8,0.980,PH-026,Cow
1,0.990,PH-026,Cow
2,0.990,PH-026,Cow
3,0.990,PH-026,Cow
4,0.990,PH-026,Cow
5,0.990,PH-026,Cow
6,0.990,PH-026,Cow
7,0.990,PH-026,Cow
8,0.990,PH-026,Cow
1,0.000,PH-025,null
2,0.000,PH-025,null
3,0.000,PH-025,Cow
4,0.000,PH-025,Cow
5,0.000,PH-025,Cow
6,0.000,PH-025,Cow
7,0.000,PH-025,Cow
8,0.000,PH-025,Cow
1,0.500,PH-025,null
2,0.500,PH-025,null
3,0.500,PH-025,Cow
4,0.500,PH-025,Cow
5,0.500,PH-025,Cow
6,0.500,PH-025,Cow
7,0.500,PH-025,Cow
8,0.500,PH-025,Cow
1,0.900,PH-025,null
2,0.900,PH-025,null
3,0.900,PH-025,Cow
4,0.900,PH-025,Cow
5,0.900,PH-025,Cow
6,0.900,PH-025,Cow
7,0.900,PH-025,Cow
8,0.900,PH-025,Cow
1,0.950,PH-025,null
2,0.950,PH-025,null
3,0.950,PH-025,Cow
4,0.950,PH-025,Cow
5,0.950,PH-025,Cow
6,0.950,PH-025,Cow
7,0.950,PH-025,Cow
8,0.950,PH-025,Cow
1,0.980,PH-025,null
2,0.980,PH-025,null
3,0.980,PH-025,Cow
4,0.980,PH-025,Cow
5,0.980,PH-025,Cow
6,0.980,PH-025,Cow
7,0.980,PH-025,Cow
8,0.980,PH-025,Cow
1,0.990,PH-025,Cow
2,0.990,PH-025,null
3,0.990,PH-025,Human
4,0.990,PH-025,Human
5,0.990,PH-025,Human
6,0.990,PH-025,Human
7,0.990,PH-025,Human
8,0.990,PH-025,Human
1,0.000,PH-024,null
2,0.000,PH-024,Cow
3,0.000,PH-024,Cow
4,0.000,PH-024,Cow
5,0.000,PH-024,Cow
6,0.000,PH-024,Cow
7,0.000,PH-024,Cow
8,0.000,PH-024,Cow
1,0.500,PH-024,null
2,0.500,PH-024,Cow
3,0.500,PH-024,Cow
4,0.500,PH-024,Cow
5,0.500,PH-024,Cow
6,0.500,PH-024,Cow
7,0.500,PH-024,Cow
8,0.500,PH-024,Cow
1,0.900,PH-024,null
2,0.900,PH-024,Cow
3,0.900,PH-024,Cow
4,0.900,PH-024,Cow
5,0.900,PH-024,Cow
6,0.900,PH-024,Cow
7,0.900,PH-024,Cow
8,0.900,PH-024,Cow
1,0.950,PH-024,null
2,0.950,PH-024,Cow
3,0.950,PH-024,Cow
4,0.950,PH-024,Cow
5,0.950,PH-024,Cow
6,0.950,PH-024,Cow
7,0.950,PH-024,Cow
8,0.950,PH-024,Cow
1,0.980,PH-024,null
2,0.980,PH-024,Cow
3,0.980,PH-024,Cow
4,0.980,PH-024,Cow
5,0.980,PH-024,Cow
6,0.980,PH-024,Cow
7,0.980,PH-024,Cow
8,0.980,PH-024,Cow
1,0.990,PH-024,null
2,0.990,PH-024,null
3,0.990,PH-024,null
4,0.990,PH-024,null
5,0.990,PH-024,null
6,0.990,PH-024,null
7,0.990,PH-024,null
8,0.990,PH-024,null
1,0.000,PH-023,null
2,0.000,PH-023,null
3,0.000,PH-023,Cow
4,0.000,PH-023,Cow
5,0.000,PH-023,Cow
6,0.000,PH-023,Cow
7,0.000,PH-023,Cow
8,0.000,PH-023,Cow
1,0.500,PH-023,null
2,0.500,PH-023,null
3,0.500,PH-023,Cow
4,0.500,PH-023,Cow
5,0.500,PH-023,Cow
6,0.500,PH-023,Cow
7,0.500,PH-023,Cow
8,0.500,PH-023,Cow
1,0.900,PH-023,null
2,0.900,PH-023,null
3,0.900,PH-023,Cow
4,0.900,PH-023,Cow
5,0.900,PH-023,Cow
6,0.900,PH-023,Cow
7,0.900,PH-023,Cow
8,0.900,PH-023,Cow
1,0.950,PH-023,null
2,0.950,PH-023,null
3,0.950,PH-023,Cow
4,0.950,PH-023,Cow
5,0.950,PH-023,Cow
6,0.950,PH-023,Cow
7,0.950,PH-023,Cow
8,0.950,PH-023,Cow
1,0.980,PH-023,null
2,0.980,PH-023,null
3,0.980,PH-023,Cow
4,0.980,PH-023,Cow
5,0.980,PH-023,Cow
6,0.980,PH-023,Cow
7,0.980,PH-023,Cow
8,0.980,PH-023,Cow
1,0.990,PH-023,Cw
2,0.990,PH-023,null
3,0.990,PH-023,null
4,0.990,PH-023,Cow
5,0.990,PH-023,Cow
6,0.990,PH-023,Cow
7,0.990,PH-023,Cow
8,0.990,PH-023,Cow
1,0.000,PH-022,null
2,0.000,PH-022,null
3,0.000,PH-022,Cow
4,0.000,PH-022,Cow
5,0.000,PH-022,Cow
6,0.000,PH-022,Cow
7,0.000,PH-022,Cow
8,0.000,PH-022,Cow
1,0.500,PH-022,null
2,0.500,PH-022,null
3,0.500,PH-022,Cow
4,0.500,PH-022,Cow
5,0.500,PH-022,Cow
6,0.500,PH-022,Cow
7,0.500,PH-022,Cow
8,0.500,PH-022,Cow
1,0.900,PH-022,null
2,0.900,PH-022,null
3,0.900,PH-022,Cow
4,0.900,PH-022,Cow
5,0.900,PH-022,Cow
6,0.900,PH-022,Cow
7,0.900,PH-022,Cow
8,0.900,PH-022,Cow
1,0.950,PH-022,null
2,0.950,PH-022,null
3,0.950,PH-022,Cow
4,0.950,PH-022,Cow
5,0.950,PH-022,Cow
6,0.950,PH-022,Cow
7,0.950,PH-022,Cow
8,0.950,PH-022,Cow
1,0.980,PH-022,null
2,0.980,PH-022,null
3,0.980,PH-022,Cow
4,0.980,PH-022,Cow
5,0.980,PH-022,Cow
6,0.980,PH-022,Cow
7,0.980,PH-022,Cow
8,0.980,PH-022,Cow
1,0.990,PH-022,Cow
2,0.990,PH-022,null
3,0.990,PH-022,Human
4,0.990,PH-022,Human
5,0.990,PH-022,Cow
6,0.990,PH-022,Cow
7,0.990,PH-022,Human
8,0.990,PH-022,Human
1,0.000,PH-021,null
2,0.000,PH-021,Pigeon
3,0.000,PH-021,Pigeon
4,0.000,PH-021,Pigeon
5,0.000,PH-021,Cow
6,0.000,PH-021,Cow
7,0.000,PH-021,Cow
8,0.000,PH-021,Cow
1,0.500,PH-021,null
2,0.500,PH-021,Pigeon
3,0.500,PH-021,Pigeon
4,0.500,PH-021,Pigeon
5,0.500,PH-021,Cow
6,0.500,PH-021,Cow
7,0.500,PH-021,Cow
8,0.500,PH-021,Cow
1,0.900,PH-021,null
2,0.900,PH-021,Pigeon
3,0.900,PH-021,Pigeon
4,0.900,PH-021,Pigeon
5,0.900,PH-021,Cow
6,0.900,PH-021,Cow
7,0.900,PH-021,Cow
8,0.900,PH-021,Cow
1,0.950,PH-021,null
2,0.950,PH-021,Pigeon
3,0.950,PH-021,Pigeon
4,0.950,PH-021,Pigeon
5,0.950,PH-021,Cow
6,0.950,PH-021,Cow
7,0.950,PH-021,Cow
8,0.950,PH-021,Cow
1,0.980,PH-021,null
2,0.980,PH-021,Pigeon
3,0.980,PH-021,Pigeon
4,0.980,PH-021,Pigeon
5,0.980,PH-021,Cow
6,0.980,PH-021,Cow
7,0.980,PH-021,Cow
8,0.980,PH-021,Cow
1,0.990,PH-021,null
2,0.990,PH-021,Pigeon
3,0.990,PH-021,Pigeon
4,0.990,PH-021,Pigeon
5,0.990,PH-021,Pigeon
6,0.990,PH-021,Pigeon
7,0.990,PH-021,Cow
8,0.990,PH-021,Cow
1,0.000,PH-020,null
2,0.000,PH-020,Cow
3,0.000,PH-020,Cow
4,0.000,PH-020,Human
5,0.000,PH-020,Human
6,0.000,PH-020,Human
7,0.000,PH-020,Human
8,0.000,PH-020,Human
1,0.500,PH-020,null
2,0.500,PH-020,Cow
3,0.500,PH-020,Cow
4,0.500,PH-020,Human
5,0.500,PH-020,Human
6,0.500,PH-020,Human
7,0.500,PH-020,Human
8,0.500,PH-020,Human
1,0.900,PH-020,null
2,0.900,PH-020,Cow
3,0.900,PH-020,Cow
4,0.900,PH-020,Human
5,0.900,PH-020,Human
6,0.900,PH-020,Human
7,0.900,PH-020,Human
8,0.900,PH-020,Human
1,0.950,PH-020,null
2,0.950,PH-020,Cow
3,0.950,PH-020,Cow
4,0.950,PH-020,Human
5,0.950,PH-020,Human
6,0.950,PH-020,Human
7,0.950,PH-020,Human
8,0.950,PH-020,Human
1,0.980,PH-020,null
2,0.980,PH-020,Cow
3,0.980,PH-020,Cow
4,0.980,PH-020,Human
5,0.980,PH-020,Human
6,0.980,PH-020,Human
7,0.980,PH-020,Human
8,0.980,PH-020,Human
1,0.990,PH-020,Human
2,0.990,PH-020,null
3,0.990,PH-020,Human
4,0.990,PH-020,Human
5,0.990,PH-020,Human
6,0.990,PH-020,Human
7,0.990,PH-020,Human
8,0.990,PH-020,Human
1,0.000,PH-029,null
2,0.000,PH-029,null
3,0.000,PH-029,Cow
4,0.000,PH-029,Cow
5,0.000,PH-029,Cow
6,0.000,PH-029,Cow
7,0.000,PH-029,Cow
8,0.000,PH-029,Cow
1,0.500,PH-029,null
2,0.500,PH-029,null
3,0.500,PH-029,Cow
4,0.500,PH-029,Cow
5,0.500,PH-029,Cow
6,0.500,PH-029,Cow
7,0.500,PH-029,Cow
8,0.500,PH-029,Cow
1,0.900,PH-029,null
2,0.900,PH-029,null
3,0.900,PH-029,Cow
4,0.900,PH-029,Cow
5,0.900,PH-029,Cow
6,0.900,PH-029,Cow
7,0.900,PH-029,Cow
8,0.900,PH-029,Cow
1,0.950,PH-029,null
2,0.950,PH-029,null
3,0.950,PH-029,Cow
4,0.950,PH-029,Cow
5,0.950,PH-029,Cow
6,0.950,PH-029,Cow
7,0.950,PH-029,Cow
8,0.950,PH-029,Cow
1,0.980,PH-029,null
2,0.980,PH-029,null
3,0.980,PH-029,Cow
4,0.980,PH-029,Cow
5,0.980,PH-029,Cow
6,0.980,PH-029,Cow
7,0.980,PH-029,Cow
8,0.980,PH-029,Cow
1,0.990,PH-029,null
2,0.990,PH-029,null
3,0.990,PH-029,null
4,0.990,PH-029,null
5,0.990,PH-029,null
6,0.990,PH-029,null
7,0.990,PH-029,null
8,0.990,PH-029,null
1,0.000,PH-028,Cow
2,0.000,PH-028,Cow
3,0.000,PH-028,Cow
4,0.000,PH-028,Cow
5,0.000,PH-028,Cow
6,0.000,PH-028,Cow
7,0.000,PH-028,Cow
8,0.000,PH-028,Cow
1,0.500,PH-028,Cow
2,0.500,PH-028,Cow
3,0.500,PH-028,Cow
4,0.500,PH-028,Cow
5,0.500,PH-028,Cow
6,0.500,PH-028,Cow
7,0.500,PH-028,Cow
8,0.500,PH-028,Cow
1,0.900,PH-028,Cow
2,0.900,PH-028,Cow
3,0.900,PH-028,Cow
4,0.900,PH-028,Cow
5,0.900,PH-028,Cow
6,0.900,PH-028,Cow
7,0.900,PH-028,Cow
8,0.900,PH-028,Cow
1,0.950,PH-028,Cow
2,0.950,PH-028,Cow
3,0.950,PH-028,Cow
4,0.950,PH-028,Cow
5,0.950,PH-028,Cow
6,0.950,PH-028,Cow
7,0.950,PH-028,Cow
8,0.950,PH-028,Cow
1,0.980,PH-028,Cow
2,0.980,PH-028,Cow
3,0.980,PH-028,Cow
4,0.980,PH-028,Cow
5,0.980,PH-028,Cow
6,0.980,PH-028,Cow
7,0.980,PH-028,Cow
8,0.980,PH-028,Cow
1,0.990,PH-028,Cow
2,0.990,PH-028,Cow
3,0.990,PH-028,Cow
4,0.990,PH-028,Cow
5,0.990,PH-028,Cow
6,0.990,PH-028,Cow
7,0.990,PH-028,Cow
8,0.990,PH-028,Cow
1,0.000,PH-027,Cow
2,0.000,PH-027,Cow
3,0.000,PH-027,Cow
4,0.000,PH-027,Cow
5,0.000,PH-027,Cow
6,0.000,PH-027,Cow
7,0.000,PH-027,Cow
8,0.000,PH-027,Cow
1,0.500,PH-027,Cow
2,0.500,PH-027,Cow
3,0.500,PH-027,Cow
4,0.500,PH-027,Cow
5,0.500,PH-027,Cow
6,0.500,PH-027,Cow
7,0.500,PH-027,Cow
8,0.500,PH-027,Cow
1,0.900,PH-027,Cow
2,0.900,PH-027,Cow
3,0.900,PH-027,Cow
4,0.900,PH-027,Cow
5,0.900,PH-027,Cow
6,0.900,PH-027,Cow
7,0.900,PH-027,Cow
8,0.900,PH-027,Cow
1,0.950,PH-027,Cow
2,0.950,PH-027,Cow
3,0.950,PH-027,Cow
4,0.950,PH-027,Cow
5,0.950,PH-027,Cow
6,0.950,PH-027,Cow
7,0.950,PH-027,Cow
8,0.950,PH-027,Cow
1,0.980,PH-027,Cow
2,0.980,PH-027,Cow
3,0.980,PH-027,Cow
4,0.980,PH-027,Cow
5,0.980,PH-027,Cow
6,0.980,PH-027,Cow
7,0.980,PH-027,Cow
8,0.980,PH-027,Cow
1,0.990,PH-027,Cow
2,0.990,PH-027,Cow
3,0.990,PH-027,Cow
4,0.990,PH-027,Cow
5,0.990,PH-027,Cow
6,0.990,PH-027,Cow
7,0.990,PH-027,Cow
8,0.990,PH-027,Cow
1,0.000,PH-014,null
2,0.000,PH-014,Cow
3,0.000,PH-014,Cow
4,0.000,PH-014,Cow
5,0.000,PH-014,Cow
6,0.000,PH-014,Cow
7,0.000,PH-014,Cow
8,0.000,PH-014,Cow
1,0.500,PH-014,null
2,0.500,PH-014,Cow
3,0.500,PH-014,Cow
4,0.500,PH-014,Cow
5,0.500,PH-014,Cow
6,0.500,PH-014,Cow
7,0.500,PH-014,Cow
8,0.500,PH-014,Cow
1,0.900,PH-014,null
2,0.900,PH-014,Cow
3,0.900,PH-014,Cow
4,0.900,PH-014,Cow
5,0.900,PH-014,Cow
6,0.900,PH-014,Cow
7,0.900,PH-014,Cow
8,0.900,PH-014,Cow
1,0.950,PH-014,null
2,0.950,PH-014,Cow
3,0.950,PH-014,Cow
4,0.950,PH-014,Cow
5,0.950,PH-014,Cow
6,0.950,PH-014,Cow
7,0.950,PH-014,Cow
8,0.950,PH-014,Cow
1,0.980,PH-014,null
2,0.980,PH-014,Cow
3,0.980,PH-014,Cow
4,0.980,PH-014,Cow
5,0.980,PH-014,Cow
6,0.980,PH-014,Cow
7,0.980,PH-014,Cow
8,0.980,PH-014,Cow
1,0.990,PH-014,Cow
2,0.990,PH-014,Cow
3,0.990,PH-014,Cow
4,0.990,PH-014,Cow
5,0.990,PH-014,Cow
6,0.990,PH-014,Cow
7,0.990,PH-014,Cow
8,0.990,PH-014,Cow
1,0.000,PH-013,null
2,0.000,PH-013,null
3,0.000,PH-013,Human
4,0.000,PH-013,Human
5,0.000,PH-013,Human
6,0.000,PH-013,Human
7,0.000,PH-013,Human
8,0.000,PH-013,Cow
1,0.500,PH-013,null
2,0.500,PH-013,null
3,0.500,PH-013,Human
4,0.500,PH-013,Human
5,0.500,PH-013,Human
6,0.500,PH-013,Human
7,0.500,PH-013,Human
8,0.500,PH-013,Cow
1,0.900,PH-013,null
2,0.900,PH-013,null
3,0.900,PH-013,Human
4,0.900,PH-013,Human
5,0.900,PH-013,Human
6,0.900,PH-013,Human
7,0.900,PH-013,Human
8,0.900,PH-013,Cow
1,0.950,PH-013,null
2,0.950,PH-013,null
3,0.950,PH-013,Human
4,0.950,PH-013,Human
5,0.950,PH-013,Human
6,0.950,PH-013,Human
7,0.950,PH-013,Human
8,0.950,PH-013,Cow
1,0.980,PH-013,null
2,0.980,PH-013,null
3,0.980,PH-013,Human
4,0.980,PH-013,Human
5,0.980,PH-013,Human
6,0.980,PH-013,Human
7,0.980,PH-013,Human
8,0.980,PH-013,Cow
1,0.990,PH-013,null
2,0.990,PH-013,null
3,0.990,PH-013,Human
4,0.990,PH-013,Human
5,0.990,PH-013,Cow
6,0.990,PH-013,Cow
7,0.990,PH-013,Cow
8,0.990,PH-013,Cow
1,0.000,PH-012,null
2,0.000,PH-012,Human UTI
3,0.000,PH-012,Human UTI
4,0.000,PH-012,Human UTI
5,0.000,PH-012,Human UTI
6,0.000,PH-012,Human UTI
7,0.000,PH-012,Human UTI
8,0.000,PH-012,Human UTI
1,0.500,PH-012,null
2,0.500,PH-012,Human UTI
3,0.500,PH-012,Human UTI
4,0.500,PH-012,Human UTI
5,0.500,PH-012,Human UTI
6,0.500,PH-012,Human UTI
7,0.500,PH-012,Human UTI
8,0.500,PH-012,Human UTI
1,0.900,PH-012,null
2,0.900,PH-012,Human UTI
3,0.900,PH-012,Human UTI
4,0.900,PH-012,Human UTI
5,0.900,PH-012,Human UTI
6,0.900,PH-012,Human UTI
7,0.900,PH-012,Human UTI
8,0.900,PH-012,Human UTI
1,0.950,PH-012,null
2,0.950,PH-012,Human UTI
3,0.950,PH-012,Human UTI
4,0.950,PH-012,Human UTI
5,0.950,PH-012,Human UTI
6,0.950,PH-012,Human UTI
7,0.950,PH-012,Human UTI
8,0.950,PH-012,Human UTI
1,0.980,PH-012,Cow
2,0.980,PH-012,null
3,0.980,PH-012,null
4,0.980,PH-012,Cow
5,0.980,PH-012,Cow
6,0.980,PH-012,Cow
7,0.980,PH-012,Cow
8,0.980,PH-012,Ground Squirrel
1,0.990,PH-012,null
2,0.990,PH-012,null
3,0.990,PH-012,null
4,0.990,PH-012,null
5,0.990,PH-012,null
6,0.990,PH-012,null
7,0.990,PH-012,null
8,0.990,PH-012,null
1,0.000,PH-011,null
2,0.000,PH-011,Cow
3,0.000,PH-011,Cow
4,0.000,PH-011,Cow
5,0.000,PH-011,Cow
6,0.000,PH-011,Cow
7,0.000,PH-011,Cow
8,0.000,PH-011,Cow
1,0.500,PH-011,null
2,0.500,PH-011,Cow
3,0.500,PH-011,Cow
4,0.500,PH-011,Cow
5,0.500,PH-011,Cow
6,0.500,PH-011,Cow
7,0.500,PH-011,Cow
8,0.500,PH-011,Cow
1,0.900,PH-011,null
2,0.900,PH-011,Cow
3,0.900,PH-011,Cow
4,0.900,PH-011,Cow
5,0.900,PH-011,Cow
6,0.900,PH-011,Cow
7,0.900,PH-011,Cow
8,0.900,PH-011,Cow
1,0.950,PH-011,null
2,0.950,PH-011,Cow
3,0.950,PH-011,Cow
4,0.950,PH-011,Cow
5,0.950,PH-011,Cow
6,0.950,PH-011,Cow
7,0.950,PH-011,Cow
8,0.950,PH-011,Cow
1,0.980,PH-011,null
2,0.980,PH-011,Cow
3,0.980,PH-011,Cow
4,0.980,PH-011,Cow
5,0.980,PH-011,Cow
