k,alpha,species,applied-region,Successes (# Pyroprints),Failures (# Pyroprints),NonDecisions (# Pyroprints),Total,Decision Accuracy(\%),Overall Accuracy(\%)
1,0.000,Turkey Vulture,16-23,0,2,0,2,0.000,0.000
1,0.000,Turkey Vulture,23-5,0,3,0,3,0.000,0.000
1,0.000,Ground Squirrel,16-23,114,60,0,174,65.517,65.517
1,0.000,Ground Squirrel,23-5,116,61,0,177,65.537,65.537
1,0.000,Dg,16-23,10,20,0,30,33.333,33.333
1,0.000,Dg,23-5,28,2,0,30,93.333,93.333
1,0.000,Opossum,16-23,4,2,0,6,66.667,66.667
1,0.000,Opossum,23-5,5,1,0,6,83.333,83.333
1,0.000,Cow,16-23,1574,215,0,1789,87.982,87.982
1,0.000,Cow,23-5,1566,213,0,1779,88.027,88.027
1,0.000,OVERALL,16-23,4250,815,0,5065,83.909,83.909
1,0.000,OVERALL,23-5,4954,767,0,5721,86.593,86.593
1,0.500,White Crowned Sparrow,16-23,13,2,0,15,86.667,86.667
1,0.500,White Crowned Sparrow,23-5,8,7,0,15,53.333,53.333
1,0.500,Red Tailed Hawk,16-23,2,0,0,2,100.000,100.000
1,0.500,Red Tailed Hawk,23-5,0,3,0,3,0.000,0.000
1,0.500,Chicken,16-23,22,18,0,40,55.000,55.000
1,0.500,Chicken,23-5,28,14,0,42,66.667,66.667
1,0.500,Sea Lion,16-23,1,1,0,2,50.000,50.000
1,0.500,Sea Lion,23-5,4,0,0,4,100.000,100.000
1,0.500,Human,16-23,1767,109,0,1876,94.190,94.190
1,0.500,Human,23-5,2246,81,0,2327,96.519,96.519
1,0.500,Hu and Cw,16-23,17,13,0,30,56.667,56.667
1,0.500,Hu and Cw,23-5,14,16,0,30,46.667,46.667
1,0.500,Dog,16-23,100,38,0,138,72.464,72.464
1,0.500,Dog,23-5,152,37,0,189,80.423,80.423
1,0.500,Sheep,16-23,79,25,0,104,75.962,75.962
1,0.500,Sheep,23-5,78,20,0,98,79.592,79.592
1,0.500,Hu and Dg,16-23,19,13,0,32,59.375,59.375
1,0.500,Hu and Dg,23-5,20,10,0,30,66.667,66.667
1,0.500,Wild Turkey,16-23,18,28,0,46,39.130,39.130
1,0.500,Wild Turkey,23-5,14,25,0,39,35.897,35.897
1,0.500,Cw,16-23,17,13,0,30,56.667,56.667
1,0.500,Cw,23-5,20,10,0,30,66.667,66.667
1,0.500,Seagull,16-23,0,0,0,0,NaN,NaN
1,0.500,Seagull,23-5,55,12,0,67,82.090,82.090
1,0.500,Pigeon,16-23,153,87,0,240,63.750,63.750
1,0.500,Pigeon,23-5,196,95,0,291,67.354,67.354
1,0.500,Cat,16-23,41,12,0,53,77.358,77.358
1,0.500,Cat,23-5,46,17,0,63,73.016,73.016
1,0.500,Cliff Sparrow,16-23,16,12,0,28,57.143,57.143
1,0.500,Cliff Sparrow,23-5,12,17,0,29,41.379,41.379
1,0.500,Horse,16-23,21,25,0,46,45.652,45.652
1,0.500,Horse,23-5,51,36,0,87,58.621,58.621
1,0.500,Pig,16-23,21,16,0,37,56.757,56.757
1,0.500,Pig,23-5,20,14,0,34,58.824,58.824
1,0.500,Bat,16-23,36,1,0,37,97.297,97.297
1,0.500,Bat,23-5,37,1,0,38,97.368,97.368
1,0.500,Deer,16-23,17,4,0,21,80.952,80.952
1,0.500,Deer,23-5,18,4,0,22,81.818,81.818
1,0.500,Wild Pig,16-23,6,11,0,17,35.294,35.294
1,0.500,Wild Pig,23-5,6,4,0,10,60.000,60.000
1,0.500,Great Horned Owl,16-23,0,3,0,3,0.000,0.000
1,0.500,Great Horned Owl,23-5,1,6,0,7,14.286,14.286
1,0.500,Racoon,16-23,2,0,0,2,100.000,100.000
1,0.500,Racoon,23-5,0,3,0,3,0.000,0.000
1,0.500,Human UTI,16-23,115,24,0,139,82.734,82.734
1,0.500,Human UTI,23-5,129,12,0,141,91.489,91.489
1,0.500,unknown,16-23,6,5,0,11,54.545,54.545
1,0.500,unknown,23-5,8,3,0,11,72.727,72.727
1,0.500,Pig/Swine,16-23,15,11,0,26,57.692,57.692
1,0.500,Pig/Swine,23-5,13,12,0,25,52.000,52.000
1,0.500,Hu,16-23,23,6,0,29,79.310,79.310
1,0.500,Hu,23-5,24,7,0,31,77.419,77.419
1,0.500,Cw and Dg,16-23,11,19,0,30,36.667,36.667
1,0.500,Cw and Dg,23-5,19,11,0,30,63.333,63.333
1,0.500,Hu Cw and Dg,16-23,10,20,0,30,33.333,33.333
1,0.500,Hu Cw and Dg,23-5,20,10,0,30,66.667,66.667
1,0.500,Turkey Vulture,16-23,0,2,0,2,0.000,0.000
1,0.500,Turkey Vulture,23-5,0,3,0,3,0.000,0.000
1,0.500,Ground Squirrel,16-23,114,60,0,174,65.517,65.517
1,0.500,Ground Squirrel,23-5,116,61,0,177,65.537,65.537
1,0.500,Dg,16-23,10,20,0,30,33.333,33.333
1,0.500,Dg,23-5,28,2,0,30,93.333,93.333
1,0.500,Opossum,16-23,4,2,0,6,66.667,66.667
1,0.500,Opossum,23-5,5,1,0,6,83.333,83.333
1,0.500,Cow,16-23,1574,215,0,1789,87.982,87.982
1,0.500,Cow,23-5,1566,213,0,1779,88.027,88.027
1,0.500,OVERALL,16-23,4250,815,0,5065,83.909,83.909
1,0.500,OVERALL,23-5,4954,767,0,5721,86.593,86.593
1,0.900,White Crowned Sparrow,16-23,13,2,0,15,86.667,86.667
1,0.900,White Crowned Sparrow,23-5,8,7,0,15,53.333,53.333
1,0.900,Red Tailed Hawk,16-23,2,0,0,2,100.000,100.000
1,0.900,Red Tailed Hawk,23-5,0,3,0,3,0.000,0.000
1,0.900,Chicken,16-23,22,18,0,40,55.000,55.000
1,0.900,Chicken,23-5,28,14,0,42,66.667,66.667
1,0.900,Sea Lion,16-23,1,1,0,2,50.000,50.000
1,0.900,Sea Lion,23-5,4,0,0,4,100.000,100.000
1,0.900,Human,16-23,1767,109,0,1876,94.190,94.190
1,0.900,Human,23-5,2246,81,0,2327,96.519,96.519
1,0.900,Hu and Cw,16-23,17,13,0,30,56.667,56.667
1,0.900,Hu and Cw,23-5,14,16,0,30,46.667,46.667
1,0.900,Dog,16-23,100,38,0,138,72.464,72.464
1,0.900,Dog,23-5,152,37,0,189,80.423,80.423
1,0.900,Sheep,16-23,79,25,0,104,75.962,75.962
1,0.900,Sheep,23-5,78,20,0,98,79.592,79.592
1,0.900,Hu and Dg,16-23,19,13,0,32,59.375,59.375
1,0.900,Hu and Dg,23-5,20,10,0,30,66.667,66.667
1,0.900,Wild Turkey,16-23,18,28,0,46,39.130,39.130
1,0.900,Wild Turkey,23-5,14,25,0,39,35.897,35.897
1,0.900,Cw,16-23,17,13,0,30,56.667,56.667
1,0.900,Cw,23-5,20,10,0,30,66.667,66.667
1,0.900,Seagull,16-23,0,0,0,0,NaN,NaN
1,0.900,Seagull,23-5,55,12,0,67,82.090,82.090
1,0.900,Pigeon,16-23,153,87,0,240,63.750,63.750
1,0.900,Pigeon,23-5,196,95,0,291,67.354,67.354
1,0.900,Cat,16-23,41,12,0,53,77.358,77.358
1,0.900,Cat,23-5,46,17,0,63,73.016,73.016
1,0.900,Cliff Sparrow,16-23,16,12,0,28,57.143,57.143
1,0.900,Cliff Sparrow,23-5,12,17,0,29,41.379,41.379
1,0.900,Horse,16-23,21,25,0,46,45.652,45.652
1,0.900,Horse,23-5,51,36,0,87,58.621,58.621
1,0.900,Pig,16-23,21,16,0,37,56.757,56.757
1,0.900,Pig,23-5,20,14,0,34,58.824,58.824
1,0.900,Bat,16-23,36,1,0,37,97.297,97.297
1,0.900,Bat,23-5,37,1,0,38,97.368,97.368
1,0.900,Deer,16-23,17,4,0,21,80.952,80.952
1,0.900,Deer,23-5,18,4,0,22,81.818,81.818
1,0.900,Wild Pig,16-23,6,11,0,17,35.294,35.294
1,0.900,Wild Pig,23-5,6,4,0,10,60.000,60.000
1,0.900,Great Horned Owl,16-23,0,3,0,3,0.000,0.000
1,0.900,Great Horned Owl,23-5,1,6,0,7,14.286,14.286
1,0.900,Racoon,16-23,2,0,0,2,100.000,100.000
1,0.900,Racoon,23-5,0,3,0,3,0.000,0.000
1,0.900,Human UTI,16-23,115,24,0,139,82.734,82.734
1,0.900,Human UTI,23-5,129,12,0,141,91.489,91.489
1,0.900,unknown,16-23,6,5,0,11,54.545,54.545
1,0.900,unknown,23-5,8,3,0,11,72.727,72.727
1,0.900,Pig/Swine,16-23,15,11,0,26,57.692,57.692
1,0.900,Pig/Swine,23-5,13,12,0,25,52.000,52.000
1,0.900,Hu,16-23,23,6,0,29,79.310,79.310
1,0.900,Hu,23-5,24,7,0,31,77.419,77.419
1,0.900,Cw and Dg,16-23,11,19,0,30,36.667,36.667
1,0.900,Cw and Dg,23-5,19,11,0,30,63.333,63.333
1,0.900,Hu Cw and Dg,16-23,10,20,0,30,33.333,33.333
1,0.900,Hu Cw and Dg,23-5,20,10,0,30,66.667,66.667
1,0.900,Turkey Vulture,16-23,0,2,0,2,0.000,0.000
1,0.900,Turkey Vulture,23-5,0,3,0,3,0.000,0.000
1,0.900,Ground Squirrel,16-23,114,60,0,174,65.517,65.517
1,0.900,Ground Squirrel,23-5,116,61,0,177,65.537,65.537
1,0.900,Dg,16-23,10,20,0,30,33.333,33.333
1,0.900,Dg,23-5,28,2,0,30,93.333,93.333
1,0.900,Opossum,16-23,4,2,0,6,66.667,66.667
1,0.900,Opossum,23-5,5,1,0,6,83.333,83.333
1,0.900,Cow,16-23,1574,215,0,1789,87.982,87.982
1,0.900,Cow,23-5,1566,213,0,1779,88.027,88.027
1,0.900,OVERALL,16-23,4250,815,0,5065,83.909,83.909
1,0.900,OVERALL,23-5,4954,767,0,5721,86.593,86.593
1,0.950,White Crowned Sparrow,16-23,13,2,0,15,86.667,86.667
1,0.950,White Crowned Sparrow,23-5,8,7,0,15,53.333,53.333
1,0.950,Red Tailed Hawk,16-23,2,0,0,2,100.000,100.000
1,0.950,Red Tailed Hawk,23-5,0,3,0,3,0.000,0.000
1,0.950,Chicken,16-23,22,18,0,40,55.000,55.000
1,0.950,Chicken,23-5,28,14,0,42,66.667,66.667
1,0.950,Sea Lion,16-23,1,1,0,2,50.000,50.000
1,0.950,Sea Lion,23-5,4,0,0,4,100.000,100.000
1,0.950,Human,16-23,1767,109,0,1876,94.190,94.190
1,0.950,Human,23-5,2246,81,0,2327,96.519,96.519
1,0.950,Hu and Cw,16-23,17,13,0,30,56.667,56.667
1,0.950,Hu and Cw,23-5,14,16,0,30,46.667,46.667
1,0.950,Dog,16-23,100,38,0,138,72.464,72.464
1,0.950,Dog,23-5,152,37,0,189,80.423,80.423
1,0.950,Sheep,16-23,79,25,0,104,75.962,75.962
1,0.950,Sheep,23-5,78,19,1,98,80.412,79.592
1,0.950,Hu and Dg,16-23,19,13,0,32,59.375,59.375
1,0.950,Hu and Dg,23-5,20,10,0,30,66.667,66.667
1,0.950,Wild Turkey,16-23,18,28,0,46,39.130,39.130
1,0.950,Wild Turkey,23-5,14,25,0,39,35.897,35.897
1,0.950,Cw,16-23,17,13,0,30,56.667,56.667
1,0.950,Cw,23-5,20,10,0,30,66.667,66.667
1,0.950,Seagull,16-23,0,0,0,0,NaN,NaN
1,0.950,Seagull,23-5,55,12,0,67,82.090,82.090
1,0.950,Pigeon,16-23,153,87,0,240,63.750,63.750
1,0.950,Pigeon,23-5,196,94,1,291,67.586,67.354
1,0.950,Cat,16-23,41,12,0,53,77.358,77.358
1,0.950,Cat,23-5,46,17,0,63,73.016,73.016
1,0.950,Cliff Sparrow,16-23,16,12,0,28,57.143,57.143
1,0.950,Cliff Sparrow,23-5,12,17,0,29,41.379,41.379
1,0.950,Horse,16-23,21,25,0,46,45.652,45.652
1,0.950,Horse,23-5,51,36,0,87,58.621,58.621
1,0.950,Pig,16-23,21,16,0,37,56.757,56.757
1,0.950,Pig,23-5,20,14,0,34,58.824,58.824
1,0.950,Bat,16-23,36,1,0,37,97.297,97.297
1,0.950,Bat,23-5,37,1,0,38,97.368,97.368
1,0.950,Deer,16-23,17,4,0,21,80.952,80.952
1,0.950,Deer,23-5,18,4,0,22,81.818,81.818
1,0.950,Wild Pig,16-23,6,11,0,17,35.294,35.294
1,0.950,Wild Pig,23-5,6,4,0,10,60.000,60.000
1,0.950,Great Horned Owl,16-23,0,3,0,3,0.000,0.000
1,0.950,Great Horned Owl,23-5,1,6,0,7,14.286,14.286
1,0.950,Racoon,16-23,2,0,0,2,100.000,100.000
1,0.950,Racoon,23-5,0,3,0,3,0.000,0.000
1,0.950,Human UTI,16-23,115,24,0,139,82.734,82.734
1,0.950,Human UTI,23-5,128,12,1,141,91.429,90.780
1,0.950,unknown,16-23,6,5,0,11,54.545,54.545
1,0.950,unknown,23-5,8,3,0,11,72.727,72.727
1,0.950,Pig/Swine,16-23,15,11,0,26,57.692,57.692
1,0.950,Pig/Swine,23-5,13,12,0,25,52.000,52.000
1,0.950,Hu,16-23,23,6,0,29,79.310,79.310
1,0.950,Hu,23-5,24,7,0,31,77.419,77.419
1,0.950,Cw and Dg,16-23,11,19,0,30,36.667,36.667
1,0.950,Cw and Dg,23-5,19,11,0,30,63.333,63.333
1,0.950,Hu Cw and Dg,16-23,10,20,0,30,33.333,33.333
1,0.950,Hu Cw and Dg,23-5,20,10,0,30,66.667,66.667
1,0.950,Turkey Vulture,16-23,0,2,0,2,0.000,0.000
1,0.950,Turkey Vulture,23-5,0,3,0,3,0.000,0.000
1,0.950,Ground Squirrel,16-23,114,59,1,174,65.896,65.517
1,0.950,Ground Squirrel,23-5,116,61,0,177,65.537,65.537
1,0.950,Dg,16-23,10,20,0,30,33.333,33.333
1,0.950,Dg,23-5,28,2,0,30,93.333,93.333
1,0.950,Opossum,16-23,4,2,0,6,66.667,66.667
1,0.950,Opossum,23-5,5,1,0,6,83.333,83.333
1,0.950,Cow,16-23,1574,215,0,1789,87.982,87.982
1,0.950,Cow,23-5,1565,213,1,1779,88.020,87.971
1,0.950,OVERALL,16-23,4250,814,1,5065,83.926,83.909
1,0.950,OVERALL,23-5,4952,765,4,5721,86.619,86.558
1,0.960,White Crowned Sparrow,16-23,13,2,0,15,86.667,86.667
1,0.960,White Crowned Sparrow,23-5,8,7,0,15,53.333,53.333
1,0.960,Red Tailed Hawk,16-23,2,0,0,2,100.000,100.000
1,0.960,Red Tailed Hawk,23-5,0,3,0,3,0.000,0.000
1,0.960,Chicken,16-23,22,18,0,40,55.000,55.000
1,0.960,Chicken,23-5,28,14,0,42,66.667,66.667
1,0.960,Sea Lion,16-23,1,1,0,2,50.000,50.000
1,0.960,Sea Lion,23-5,4,0,0,4,100.000,100.000
1,0.960,Human,16-23,1767,108,1,1876,94.240,94.190
1,0.960,Human,23-5,2246,81,0,2327,96.519,96.519
1,0.960,Hu and Cw,16-23,17,13,0,30,56.667,56.667
1,0.960,Hu and Cw,23-5,14,16,0,30,46.667,46.667
1,0.960,Dog,16-23,100,38,0,138,72.464,72.464
1,0.960,Dog,23-5,152,37,0,189,80.423,80.423
1,0.960,Sheep,16-23,79,25,0,104,75.962,75.962
1,0.960,Sheep,23-5,78,19,1,98,80.412,79.592
1,0.960,Hu and Dg,16-23,19,13,0,32,59.375,59.375
1,0.960,Hu and Dg,23-5,20,10,0,30,66.667,66.667
1,0.960,Wild Turkey,16-23,18,28,0,46,39.130,39.130
1,0.960,Wild Turkey,23-5,14,25,0,39,35.897,35.897
1,0.960,Cw,16-23,17,13,0,30,56.667,56.667
1,0.960,Cw,23-5,20,10,0,30,66.667,66.667
1,0.960,Seagull,16-23,0,0,0,0,NaN,NaN
1,0.960,Seagull,23-5,55,12,0,67,82.090,82.090
1,0.960,Pigeon,16-23,153,87,0,240,63.750,63.750
1,0.960,Pigeon,23-5,196,93,2,291,67.820,67.354
1,0.960,Cat,16-23,41,12,0,53,77.358,77.358
1,0.960,Cat,23-5,46,17,0,63,73.016,73.016
1,0.960,Cliff Sparrow,16-23,16,12,0,28,57.143,57.143
1,0.960,Cliff Sparrow,23-5,12,17,0,29,41.379,41.379
1,0.960,Horse,16-23,21,25,0,46,45.652,45.652
1,0.960,Horse,23-5,51,36,0,87,58.621,58.621
1,0.960,Pig,16-23,21,16,0,37,56.757,56.757
1,0.960,Pig,23-5,20,14,0,34,58.824,58.824
1,0.960,Bat,16-23,36,1,0,37,97.297,97.297
1,0.960,Bat,23-5,37,1,0,38,97.368,97.368
1,0.960,Deer,16-23,17,4,0,21,80.952,80.952
1,0.960,Deer,23-5,18,4,0,22,81.818,81.818
1,0.960,Wild Pig,16-23,6,11,0,17,35.294,35.294
1,0.960,Wild Pig,23-5,6,4,0,10,60.000,60.000
1,0.960,Great Horned Owl,16-23,0,3,0,3,0.000,0.000
1,0.960,Great Horned Owl,23-5,1,6,0,7,14.286,14.286
1,0.960,Racoon,16-23,2,0,0,2,100.000,100.000
1,0.960,Racoon,23-5,0,3,0,3,0.000,0.000
1,0.960,Human UTI,16-23,115,24,0,139,82.734,82.734
1,0.960,Human UTI,23-5,128,12,1,141,91.429,90.780
1,0.960,unknown,16-23,6,5,0,11,54.545,54.545
1,0.960,unknown,23-5,8,3,0,11,72.727,72.727
1,0.960,Pig/Swine,16-23,15,11,0,26,57.692,57.692
1,0.960,Pig/Swine,23-5,13,12,0,25,52.000,52.000
1,0.960,Hu,16-23,23,6,0,29,79.310,79.310
1,0.960,Hu,23-5,24,7,0,31,77.419,77.419
1,0.960,Cw and Dg,16-23,11,19,0,30,36.667,36.667
1,0.960,Cw and Dg,23-5,19,11,0,30,63.333,63.333
1,0.960,Hu Cw and Dg,16-23,10,20,0,30,33.333,33.333
1,0.960,Hu Cw and Dg,23-5,20,10,0,30,66.667,66.667
1,0.960,Turkey Vulture,16-23,0,2,0,2,0.000,0.000
1,0.960,Turkey Vulture,23-5,0,3,0,3,0.000,0.000
1,0.960,Ground Squirrel,16-23,114,59,1,174,65.896,65.517
1,0.960,Ground Squirrel,23-5,116,61,0,177,65.537,65.537
1,0.960,Dg,16-23,10,20,0,30,33.333,33.333
1,0.960,Dg,23-5,28,2,0,30,93.333,93.333
1,0.960,Opossum,16-23,4,2,0,6,66.667,66.667
1,0.960,Opossum,23-5,5,1,0,6,83.333,83.333
1,0.960,Cow,16-23,1572,215,2,1789,87.969,87.870
1,0.960,Cow,23-5,1565,213,1,1779,88.020,87.971
1,0.960,OVERALL,16-23,4248,813,4,5065,83.936,83.870
1,0.960,OVERALL,23-5,4952,764,5,5721,86.634,86.558
1,0.970,White Crowned Sparrow,16-23,13,2,0,15,86.667,86.667
1,0.970,White Crowned Sparrow,23-5,8,7,0,15,53.333,53.333
1,0.970,Red Tailed Hawk,16-23,2,0,0,2,100.000,100.000
1,0.970,Red Tailed Hawk,23-5,0,3,0,3,0.000,0.000
1,0.970,Chicken,16-23,22,18,0,40,55.000,55.000
1,0.970,Chicken,23-5,28,14,0,42,66.667,66.667
1,0.970,Sea Lion,16-23,1,1,0,2,50.000,50.000
1,0.970,Sea Lion,23-5,4,0,0,4,100.000,100.000
1,0.970,Human,16-23,1767,108,1,1876,94.240,94.190
1,0.970,Human,23-5,2245,79,3,2327,96.601,96.476
1,0.970,Hu and Cw,16-23,17,13,0,30,56.667,56.667
1,0.970,Hu and Cw,23-5,14,16,0,30,46.667,46.667
1,0.970,Dog,16-23,100,38,0,138,72.464,72.464
1,0.970,Dog,23-5,152,37,0,189,80.423,80.423
1,0.970,Sheep,16-23,79,25,0,104,75.962,75.962
1,0.970,Sheep,23-5,78,19,1,98,80.412,79.592
1,0.970,Hu and Dg,16-23,19,13,0,32,59.375,59.375
1,0.970,Hu and Dg,23-5,20,10,0,30,66.667,66.667
1,0.970,Wild Turkey,16-23,18,28,0,46,39.130,39.130
1,0.970,Wild Turkey,23-5,14,25,0,39,35.897,35.897
1,0.970,Cw,16-23,17,13,0,30,56.667,56.667
1,0.970,Cw,23-5,20,10,0,30,66.667,66.667
1,0.970,Seagull,16-23,0,0,0,0,NaN,NaN
1,0.970,Seagull,23-5,55,12,0,67,82.090,82.090
1,0.970,Pigeon,16-23,152,86,2,240,63.866,63.333
1,0.970,Pigeon,23-5,196,93,2,291,67.820,67.354
1,0.970,Cat,16-23,41,12,0,53,77.358,77.358
1,0.970,Cat,23-5,46,17,0,63,73.016,73.016
1,0.970,Cliff Sparrow,16-23,16,12,0,28,57.143,57.143
1,0.970,Cliff Sparrow,23-5,12,17,0,29,41.379,41.379
1,0.970,Horse,16-23,21,25,0,46,45.652,45.652
1,0.970,Horse,23-5,51,36,0,87,58.621,58.621
1,0.970,Pig,16-23,21,16,0,37,56.757,56.757
1,0.970,Pig,23-5,20,14,0,34,58.824,58.824
1,0.970,Bat,16-23,36,1,0,37,97.297,97.297
1,0.970,Bat,23-5,37,1,0,38,97.368,97.368
1,0.970,Deer,16-23,17,4,0,21,80.952,80.952
1,0.970,Deer,23-5,18,4,0,22,81.818,81.818
1,0.970,Wild Pig,16-23,6,11,0,17,35.294,35.294
1,0.970,Wild Pig,23-5,6,4,0,10,60.000,60.000
1,0.970,Great Horned Owl,16-23,0,3,0,3,0.000,0.000
1,0.970,Great Horned Owl,23-5,1,6,0,7,14.286,14.286
1,0.970,Racoon,16-23,2,0,0,2,100.000,100.000
1,0.970,Racoon,23-5,0,3,0,3,0.000,0.000
1,0.970,Human UTI,16-23,115,24,0,139,82.734,82.734
1,0.970,Human UTI,23-5,126,12,3,141,91.304,89.362
1,0.970,unknown,16-23,6,5,0,11,54.545,54.545
1,0.970,unknown,23-5,8,3,0,11,72.727,72.727
1,0.970,Pig/Swine,16-23,15,11,0,26,57.692,57.692
1,0.970,Pig/Swine,23-5,13,11,1,25,54.167,52.000
1,0.970,Hu,16-23,23,6,0,29,79.310,79.310
1,0.970,Hu,23-5,24,7,0,31,77.419,77.419
1,0.970,Cw and Dg,16-23,11,19,0,30,36.667,36.667
1,0.970,Cw and Dg,23-5,19,11,0,30,63.333,63.333
1,0.970,Hu Cw and Dg,16-23,10,20,0,30,33.333,33.333
1,0.970,Hu Cw and Dg,23-5,20,10,0,30,66.667,66.667
1,0.970,Turkey Vulture,16-23,0,2,0,2,0.000,0.000
1,0.970,Turkey Vulture,23-5,0,3,0,3,0.000,0.000
1,0.970,Ground Squirrel,16-23,113,59,2,174,65.698,64.943
1,0.970,Ground Squirrel,23-5,116,61,0,177,65.537,65.537
1,0.970,Dg,16-23,10,20,0,30,33.333,33.333
1,0.970,Dg,23-5,28,2,0,30,93.333,93.333
1,0.970,Opossum,16-23,4,2,0,6,66.667,66.667
1,0.970,Opossum,23-5,5,1,0,6,83.333,83.333
1,0.970,Cow,16-23,1568,213,8,1789,88.040,87.647
1,0.970,Cow,23-5,1564,211,4,1779,88.113,87.915
1,0.970,OVERALL,16-23,4242,810,13,5065,83.967,83.751
1,0.970,OVERALL,23-5,4948,759,14,5721,86.701,86.488
1,0.980,White Crowned Sparrow,16-23,13,2,0,15,86.667,86.667
1,0.980,White Crowned Sparrow,23-5,8,7,0,15,53.333,53.333
1,0.980,Red Tailed Hawk,16-23,2,0,0,2,100.000,100.000
1,0.980,Red Tailed Hawk,23-5,0,3,0,3,0.000,0.000
1,0.980,Chicken,16-23,22,18,0,40,55.000,55.000
1,0.980,Chicken,23-5,28,14,0,42,66.667,66.667
1,0.980,Sea Lion,16-23,1,1,0,2,50.000,50.000
1,0.980,Sea Lion,23-5,4,0,0,4,100.000,100.000
1,0.980,Human,16-23,1767,106,3,1876,94.341,94.190
1,0.980,Human,23-5,2245,79,3,2327,96.601,96.476
1,0.980,Hu and Cw,16-23,16,13,1,30,55.172,53.333
1,0.980,Hu and Cw,23-5,14,16,0,30,46.667,46.667
1,0.980,Dog,16-23,99,37,2,138,72.794,71.739
1,0.980,Dog,23-5,152,37,0,189,80.423,80.423
1,0.980,Sheep,16-23,79,25,0,104,75.962,75.962
1,0.980,Sheep,23-5,77,19,2,98,80.208,78.571
1,0.980,Hu and Dg,16-23,19,13,0,32,59.375,59.375
